"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"886133385382379520","","","2017-07-15 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"885771000545239041","","","2017-07-14 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"885661386562445313","","745085457646526465","2017-07-14 00:45:04 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","@alex_gude 17:45:03: Watch out! @Caltrain mentioned your train in their tweets!","","","",""
"885657609495134208","","745085457646526465","2017-07-14 00:30:03 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","@alex_gude 17:30:03: Watch out! @Caltrain mentioned your train in their tweets!","","","",""
"885653837167476736","","745085457646526465","2017-07-14 00:15:04 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","@alex_gude 17:15:03: Watch out! @Caltrain mentioned your train in their tweets!","","","",""
"885650061530615808","","745085457646526465","2017-07-14 00:00:03 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","@alex_gude 17:00:03: Watch out! @Caltrain mentioned your train in their tweets!","","","",""
"885646284345843712","","745085457646526465","2017-07-13 23:45:03 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","@alex_gude 16:45:03: Watch out! @Caltrain mentioned your train in their tweets!","","","",""
"885408614982139905","","","2017-07-13 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"885046238298742791","","","2017-07-12 08:00:41 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:32: Good morning! I just came back up from reboot!","","","",""
"884683831764172800","","","2017-07-11 08:00:36 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"884321460415643648","","","2017-07-10 08:00:40 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:31: Good morning! I just came back up from reboot!","","","",""
"883959059157729282","","","2017-07-09 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"883596669694033920","","","2017-07-08 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"883234280700207104","","","2017-07-07 08:00:36 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:27: Good morning! I just came back up from reboot!","","","",""
"882871900585603073","","","2017-07-06 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"882509512351010817","","","2017-07-05 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"882147128557973504","","","2017-07-04 08:00:39 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"881784734472327168","","","2017-07-03 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
